Date,BHP.AX,RIO.AX,FMG.AX,NST.AX,CBA.AX,NAB.AX,WBC.AX,ANZ.AX,WES.AX,WOW.AX,COL.AX,JBH.AX,CSL.AX,RMD.AX,COH.AX,SHL.AX,XRO.AX,CPU.AX,WTC.AX,APX.AX,BHP.AX_MA20,RIO.AX_MA20,FMG.AX_MA20,NST.AX_MA20,CBA.AX_MA20,NAB.AX_MA20,WBC.AX_MA20,ANZ.AX_MA20,WES.AX_MA20,WOW.AX_MA20,COL.AX_MA20,JBH.AX_MA20,CSL.AX_MA20,RMD.AX_MA20,COH.AX_MA20,SHL.AX_MA20,XRO.AX_MA20,CPU.AX_MA20,WTC.AX_MA20,APX.AX_MA20,BHP.AX_MA50,RIO.AX_MA50,FMG.AX_MA50,NST.AX_MA50,CBA.AX_MA50,NAB.AX_MA50,WBC.AX_MA50,ANZ.AX_MA50,WES.AX_MA50,WOW.AX_MA50,COL.AX_MA50,JBH.AX_MA50,CSL.AX_MA50,RMD.AX_MA50,COH.AX_MA50,SHL.AX_MA50,XRO.AX_MA50,CPU.AX_MA50,WTC.AX_MA50,APX.AX_MA50
2023-07-12,44.06999969482422,107.59022521972656,18.714481353759766,11.92463207244873,92.0760498046875,23.92832374572754,19.01738166809082,21.263456344604492,44.78212356567383,36.37088394165039,16.619155883789062,40.6729850769043,255.35780334472656,32.19123077392578,216.97341918945312,32.21373748779297,118.62000274658203,22.152233123779297,75.49043273925781,2.082642078399658,44.95500011444092,108.28399925231933,18.52219190597534,11.976684284210204,92.74606742858887,23.652089214324953,18.95461950302124,20.81862316131592,45.80336494445801,37.18630676269531,16.926883220672607,39.92194747924805,268.3346092224121,31.93359832763672,223.92891616821288,32.73963031768799,116.39949989318848,21.83671703338623,77.7137638092041,2.2390679478645326,,,,,,,,,,,,,,,,,,,,
2023-07-13,44.72999954223633,110.8533935546875,18.95905876159668,12.435688018798828,93.441162109375,24.046064376831055,19.24153709411621,21.564437866210938,45.80759811401367,36.89909744262695,16.823070526123047,41.35531997680664,256.9219055175781,32.01321029663086,221.7669677734375,32.71591567993164,121.7699966430664,22.454524993896484,76.95636749267578,2.14630389213562,44.87900009155273,108.25798835754395,18.52219190597534,11.992773008346557,92.86818580627441,23.692845344543457,18.993174266815185,20.873065376281737,45.81418437957764,37.216018486022946,16.93429822921753,40.02614250183105,267.6045570373535,31.96128978729248,223.5030403137207,32.76008930206299,116.79849967956542,21.88395004272461,77.61553688049317,2.2276997923851014,,,,,,,,,,,,,,,,,,,,
2023-07-14,45.52000045776367,112.57483673095703,19.22050666809082,12.634431838989258,94.10051727294922,24.38117027282715,19.24153709411621,21.635255813598633,45.95812225341797,36.74817657470703,16.86014747619629,41.41064453125,253.53152465820312,31.62751007080078,223.97415161132812,33.20878982543945,123.73999786376953,22.73792266845703,78.80123901367188,2.128114938735962,44.834000205993654,108.30622634887695,18.533999156951904,11.995612239837646,92.96012306213379,23.74129972457886,19.01783142089844,20.924409198760987,45.805717086791994,37.232053565979,16.938932704925538,40.11097393035889,266.78464584350587,31.97513551712036,223.0907775878906,32.78984775543213,117.14949951171874,21.942991161346434,77.56268310546875,2.204963541030884,,,,,,,,,,,,,,,,,,,,
2023-07-17,45.2599983215332,111.46820068359375,18.967493057250977,12.691216468811035,94.60198211669922,24.56230926513672,19.214641571044922,21.723783493041992,46.24037170410156,36.823638916015625,16.841609954833984,41.85324478149414,251.43316650390625,32.24067306518555,226.08409118652344,33.506378173828125,124.41000366210938,22.6623477935791,80.15748596191406,2.064452886581421,44.792000198364256,108.36392326354981,18.540746116638182,11.995612239837646,93.02327117919921,23.78930139541626,19.030384254455566,20.965130233764647,45.79019412994385,37.20847301483154,16.931517601013184,40.20871448516846,265.5402061462402,31.995903968811035,222.64739990234375,32.81960620880127,117.45949974060059,21.979360485076903,77.55370864868163,2.1863197803497316,,,,,,,,,,,,,,,,,,,,
2023-07-18,44.81999969482422,110.55072784423828,19.15303611755371,12.653359413146973,95.25203704833984,25.060434341430664,19.3670654296875,22.086729049682617,46.11806869506836,36.47464370727539,16.739652633666992,41.982337951660156,257.01904296875,32.171443939208984,225.84100341796875,33.097198486328125,125.12999725341797,22.53009605407715,80.67604064941406,2.082642078399658,44.697000122070314,108.33933143615722,18.55381841659546,11.997031784057617,93.06738243103027,23.84228401184082,19.038005447387697,21.016031551361085,45.75162143707276,37.14904975891113,16.912516403198243,40.3013837814331,264.62072067260743,32.006782627105714,222.17874145507812,32.82007122039795,117.72199974060058,22.00108766555786,77.56019096374511,2.1681307315826417,,,,,,,,,,,,,,,,,,,,
2023-07-19,44.66999816894531,109.72783660888672,18.798818588256836,11.915167808532715,97.18363952636719,25.341201782226562,19.779512405395508,22.538198471069336,46.33444595336914,36.31428909301758,16.767457962036133,42.13908767700195,257.9419250488281,32.03299331665039,228.621826171875,32.83681106567383,126.80000305175781,23.002426147460938,81.3042984008789,2.137208938598633,44.61949996948242,108.3497356414795,18.565203952789307,11.975737810134888,93.20528755187988,23.907946586608887,19.07566366195679,21.09481782913208,45.760558891296384,37.06510238647461,16.888880729675293,40.449838638305664,263.7415489196777,32.021617317199706,221.92545166015626,32.80937671661377,118.1349998474121,22.058239459991455,77.63149299621583,2.151305878162384,,,,,,,,,,,,,,,,,,,,
2023-07-20,44.619998931884766,110.12509155273438,19.051830291748047,11.129657745361328,97.7408218383789,25.304973602294922,19.83331298828125,22.440824508666992,46.155696868896484,36.24826431274414,16.702577590942383,41.087921142578125,257.72821044921875,31.76596450805664,226.98831176757812,32.61362075805664,127.19999694824219,23.33305549621582,81.7530517578125,2.082642078399658,44.59449996948242,108.44621200561524,18.609902763366698,11.935042715072631,93.44534416198731,23.989005947113036,19.124081420898438,21.185554885864256,45.79066467285156,36.99907627105713,16.87266025543213,40.57985210418701,262.93086471557615,32.02705669403076,221.7878677368164,32.80751667022705,118.82849960327148,22.140424823760988,77.88478965759278,2.133116829395294,,,,,,,,,,,,,,,,,,,,
2023-07-21,45.02000045776367,110.45613861083984,19.009662628173828,11.04448127746582,97.09078216552734,25.26874542236328,19.707782745361328,22.272628784179688,46.13688278198242,36.73874282836914,16.823070526123047,40.80207061767578,259.4768371582031,32.181339263916016,227.39669799804688,32.864707946777344,122.19999694824219,23.607006072998047,79.82839965820312,2.0280749797821045,44.61550006866455,108.61882934570312,18.657553482055665,11.905231094360351,93.72579803466797,24.08500909805298,19.17922372817993,21.289127922058107,45.83629379272461,36.95615921020508,16.86107416152954,40.69833946228027,262.20712661743164,32.04386930465698,222.07518844604493,32.835415267944335,119.37149963378906,22.250005149841307,78.04683990478516,2.1162919759750367,,,,,,,,,,,,,,,,,,,,
2023-07-24,44.34000015258789,109.00899505615234,18.714481353759766,10.968769073486328,96.97933197021484,25.078550338745117,19.689849853515625,22.237218856811523,46.34385681152344,36.62556457519531,16.767457962036133,40.79285430908203,258.6705322265625,32.30001449584961,228.281494140625,33.01350402832031,120.72000122070312,23.682579040527344,81.33421325683594,2.0007920265197754,44.61000003814697,108.73753356933594,18.693396854400635,11.859803867340087,94.02761039733886,24.18101215362549,19.236607551574707,21.393143558502196,45.88145217895508,36.9226749420166,16.8522686958313,40.82235946655273,261.5402198791504,32.06958274841308,222.4091796875,32.87214870452881,119.74799957275391,22.377061748504637,78.26024742126465,2.112654173374176,,,,,,,,,,,,,,,,,,,,
2023-07-25,45.81999969482422,112.72618103027344,19.566287994384766,10.997160911560059,96.7657470703125,25.00609588623047,19.483627319335938,22.184106826782227,45.92990493774414,36.455780029296875,16.702577590942383,40.40557861328125,257.8059387207031,32.11211395263672,229.04965209960938,32.585723876953125,119.30000305175781,23.4936466217041,82.03227996826172,1.9644140005111694,44.6454999923706,108.95224151611328,18.74610767364502,11.820055103302002,94.29552688598633,24.26524124145508,19.268885993957518,21.479011917114256,45.90120906829834,36.87174072265625,16.834194469451905,40.899353218078616,260.876229095459,32.09677982330322,222.85158615112306,32.85168972015381,120.06199989318847,22.48900375366211,78.543461227417,2.1035596787929536,,,,,,,,,,,,,,,,,,,,
